hold_1,flight_1,hold_2,flight_2,hold_3,flight_3,hold_4,flight_4,hold_5,flight_5,hold_6,flight_6,hold_7,flight_7,hold_8,flight_8,hold_9,flight_9,hold_10,flight_10
48.099762,101.299255,16.41943,118.16489,31.16557,263.15985,88.118,443.2859,30.623667,252.89148,19.423847,55.24818,58.971355,378.13007,66.21114,126.22012,92.56918,164.1347,176.54047,445.69412
71.243195,106.51034,17.350973,80.90654,40.736504,426.19293,105.51635,682.2702,17.046637,354.74435,11.533228,42.067192,29.320509,668.3358,106.39935,98.40396,84.044586,73.79342,231.91403,621.1379
66.609055,77.96795,19.738514,104.75868,57.678574,330.29886,203.9753,1002.1118,4.564469,338.5545,11.891613,43.063183,39.454422,850.12146,194.3338,34.28598,86.707695,56.92875,213.39793,712.8797
99.97065,99.900826,25.840178,117.019066,47.944893,334.04413,110.91406,447.33975,28.607565,276.51605,26.760336,54.09195,64.66815,456.69913,82.598885,132.75253,102.1827,104.69691,174.15266,396.40433
70.60122,91.421394,15.975231,105.11279,31.622915,321.57153,94.76129,396.23593,16.606884,258.13947,16.96295,37.291954,66.375854,427.48077,57.87375,110.36144,89.16372,84.07192,137.6557,352.36594
55.945755,60.51328,13.499963,81.3807,40.31187,324.8802,121.01969,915.86584,5.271361,274.06055,6.8740177,26.620857,32.910824,771.66785,135.76628,38.980698,84.45496,57.693768,203.49414,634.68463
68.76275,88.81142,14.891454,76.35957,28.658628,352.2227,88.037155,473.68152,19.366201,269.43076,14.835079,43.800648,38.038704,461.11166,70.48033,117.34111,89.917816,87.012695,152.69139,433.12393
37.639347,60.723938,13.129099,98.76123,35.019142,268.03992,87.50611,704.62134,17.566034,267.15607,8.845068,41.347713,36.658943,465.66342,74.12357,60.337242,81.56496,119.544975,186.77919,470.23587
74.46551,120.64734,19.572187,86.17681,35.535885,401.78098,83.73929,472.8681,27.624662,318.6819,16.125586,46.235374,51.639202,506.77084,65.80392,147.0297,98.44761,93.337524,171.75546,435.55786
90.68793,102.48246,24.300568,94.961784,35.662914,367.6702,89.460754,369.1966,35.960808,281.4521,23.9737,61.26952,66.795746,391.84195,74.66868,174.64793,108.89428,104.78478,144.32204,362.96875
84.82128,131.64978,23.195469,98.32269,36.02902,373.7479,106.45272,377.8916,24.660788,295.29776,15.723173,51.94772,71.44994,495.85327,90.67217,150.78629,104.10385,100.129906,169.83464,397.65988
104.36433,118.45241,33.73038,140.59789,51.588593,342.41324,129.98749,396.70206,31.46404,271.70673,37.95344,67.97921,104.54208,404.07123,78.44281,155.94832,119.34366,119.623924,156.65941,350.41602
70.42497,103.4853,18.835146,91.193,24.93507,302.8712,77.347305,254.24503,31.016375,212.38647,18.640146,46.02286,68.27356,296.5831,46.938293,173.00601,79.89151,118.31912,121.75713,246.58492
73.634544,104.32098,17.632998,79.83814,36.75729,414.48224,108.48785,654.62366,18.40146,325.42538,15.003568,49.911568,33.44228,606.0246,109.11643,111.87517,102.06544,95.096695,195.3306,597.54156
65.55215,114.72058,19.33101,89.28105,30.067669,360.497,77.61353,401.7654,29.831894,290.0969,15.583707,45.643505,46.51287,412.77472,55.652935,143.23984,91.33948,107.074234,150.80295,384.2398
86.61474,131.86273,27.733685,130.47957,56.888325,358.0635,143.39378,529.3304,21.225357,287.21307,24.943947,59.093067,69.93156,581.79926,118.216866,122.024734,119.06587,104.228264,220.92781,536.83606
106.34961,126.730354,28.99562,123.980835,55.998287,368.31924,132.57585,491.62128,24.433779,300.1375,25.185532,56.20201,77.39536,527.50433,116.471375,143.63818,125.974754,106.538994,197.9063,434.62598
67.36309,93.57543,15.900628,84.74865,23.968796,359.73297,75.6801,320.10873,24.482225,237.97058,13.36148,36.833317,50.266212,386.6793,48.052277,138.15887,90.40452,89.96851,135.63474,317.14056
57.442524,103.489136,15.278596,93.48565,24.658405,330.0923,79.41177,390.2342,28.285053,241.68828,15.346509,43.20815,66.91399,400.27515,59.424313,149.8351,106.11893,116.02928,134.43779,377.1292
58.713116,98.83541,15.872925,85.07526,36.342693,394.9866,95.067856,717.6897,14.513991,360.48923,10.589018,39.41986,28.004461,674.73865,94.377045,91.37216,79.60006,82.945724,219.32343,595.3836
66.045586,110.627914,17.805058,88.12486,27.704897,361.173,82.40139,358.95126,33.903492,277.3323,16.670902,46.971935,60.712334,390.4401,57.733902,148.68436,90.460915,108.95101,147.91673,369.3233
78.04827,97.39788,18.293295,95.609955,26.844355,337.88034,83.98442,271.79684,29.074966,246.14418,18.903652,44.010292,69.448395,343.914,50.08634,160.4122,90.53138,95.32044,123.764565,281.53162
64.91018,139.50111,21.65149,116.664276,34.44055,339.7909,110.25993,387.01376,24.06276,263.1403,17.906813,51.184784,67.41423,463.82376,79.37928,132.32945,102.30046,126.371475,166.48813,399.94757
40.341465,68.99604,7.6262794,53.731155,14.849149,317.43246,48.887264,352.1074,15.041195,238.92087,7.383836,22.980175,39.184628,402.7605,36.246426,97.11684,64.42167,56.08156,129.85388,350.2639
100.02067,68.74712,32.441875,138.64919,58.614086,283.88892,104.58028,503.02502,34.7619,278.5846,34.744926,64.42426,79.218925,358.93408,71.67338,130.03375,104.22079,117.021645,165.2099,303.71857
64.37981,41.536316,13.974904,71.18278,36.34206,306.10425,69.07813,648.4814,15.026193,246.5292,10.434847,31.812298,32.505417,462.17676,63.535408,92.82592,83.47076,71.335976,153.25761,396.92307
66.69148,102.751656,17.870443,104.083084,26.904123,314.87317,85.033775,322.3966,31.901861,244.77008,20.084644,44.892498,70.06944,337.4007,53.533344,156.74944,99.56788,119.77439,140.89554,314.4152
63.614967,111.6819,15.94807,105.112885,25.748213,312.5087,89.77954,304.0558,27.682226,288.0086,16.57788,46.361828,56.31404,350.71365,60.696266,151.76007,97.81102,151.49234,149.08354,326.18478
60.626156,125.66133,18.922611,110.97742,33.501945,332.51547,89.74919,408.137,27.587938,287.82712,23.033743,46.86293,72.19496,435.62683,67.97001,124.23732,99.05845,116.7189,172.3111,389.06226
87.0311,111.968506,24.594189,117.90405,33.427635,311.56293,90.63442,289.06598,31.807362,232.70407,29.118801,53.97263,72.24168,335.87518,53.030838,177.43697,90.08004,130.79578,124.65059,274.2758
45.649933,96.450584,12.838279,79.775246,24.918835,295.21106,79.192245,540.9554,22.659319,314.61652,10.297217,42.796017,34.50484,494.23987,54.581036,92.37551,80.991135,106.18268,166.04884,481.7019
64.22096,101.096375,15.904192,77.714714,28.63334,349.4024,95.06094,488.3878,17.765394,274.4741,14.878335,41.659138,41.062775,509.51233,97.86713,124.95236,98.969086,95.6355,164.3403,497.99918
56.140953,73.9724,16.658195,93.45937,33.33768,340.58133,76.1467,556.8707,16.64155,275.4971,12.791973,35.017742,31.151821,500.2316,61.992897,90.31039,79.87333,77.859856,160.57625,415.65848
71.686844,65.68865,16.13292,80.1935,36.74923,314.25595,81.32738,568.0778,19.271503,287.74234,9.820087,47.707283,37.390453,514.27747,78.082535,101.78359,95.78813,105.82926,160.3492,438.79517
79.91381,117.14884,23.292192,100.00947,32.970444,326.63867,90.83748,326.55786,26.802801,231.97992,21.527916,46.56785,77.05161,394.39218,60.037666,159.71281,102.77277,104.317635,127.38332,333.78128
101.148125,119.70746,24.901068,110.75786,39.80499,359.8013,113.823425,342.9934,31.84159,258.35886,24.869957,56.924953,87.965416,434.2768,70.84268,160.20412,110.91712,110.3187,156.6092,336.34207
68.692215,128.6414,21.769073,122.63878,42.411724,339.46094,108.083725,514.3807,31.209597,330.29077,18.717215,61.203217,59.501347,491.36438,92.324455,124.93922,103.719124,149.37833,226.70059,466.04352
56.39931,91.38579,14.615926,67.60307,33.206303,372.71674,86.631584,703.42285,15.8739805,313.88705,10.547022,37.55213,27.607439,647.63824,85.63654,90.13347,86.08208,80.773926,205.83055,600.60474
56.524326,73.51523,14.854471,87.464424,46.262463,301.54486,157.26273,980.7047,5.6015763,312.1119,7.5912476,40.92122,38.728966,795.213,157.98012,37.634144,82.73923,68.876755,213.53546,754.9912
40.3376,97.64637,11.054173,68.01201,20.340055,369.1717,61.613678,541.4282,17.622149,292.3562,8.996047,31.397709,25.608717,521.83356,50.513058,104.28931,74.94804,82.28626,151.65623,490.71118
103.6578,114.21123,27.832556,114.85106,46.633114,358.3151,118.991104,420.57263,28.049782,262.20108,26.767706,55.483578,79.62011,464.86697,86.244125,159.44965,121.20846,99.07072,169.70647,383.87906
110.72623,152.9713,36.57756,138.08824,52.945538,376.96988,126.7839,375.33884,43.603916,266.36282,34.959274,76.55156,82.948,456.51785,98.57626,220.52507,133.871,137.60916,192.26123,421.0677
83.840324,113.5262,22.175705,111.00466,42.5649,351.38754,103.96482,443.79886,25.105,279.87354,20.457659,56.93303,62.089622,446.3412,86.84454,162.22205,98.16581,118.84568,162.02861,417.75143
78.291214,70.76408,16.14714,88.541214,41.536327,348.13757,123.002686,591.1617,10.062813,277.38412,12.066401,31.236534,72.54301,558.23724,90.137634,63.75229,93.0007,49.64009,158.3119,459.7869
75.176476,93.558914,16.420738,87.41849,38.61847,377.46228,92.0687,585.19116,20.197481,296.10342,14.678913,43.655746,46.514225,563.9146,86.41807,118.91923,100.352356,84.06822,195.15096,507.61334
89.2303,146.22076,25.832914,120.159225,37.72752,340.8641,102.01812,354.549,36.14073,295.3397,25.22351,60.416996,61.16229,425.62448,70.77347,174.18712,111.85767,136.73497,154.55048,374.2709
67.9477,107.465935,19.473993,86.15269,27.529783,352.07327,78.329704,337.29147,26.549253,265.06564,14.316896,45.9787,53.121006,390.62512,61.61082,152.54956,94.65206,107.220955,127.57699,323.89554
95.89759,124.27137,27.401842,114.39484,49.119423,376.88394,110.93244,439.96683,32.648247,287.77975,25.12194,59.32273,69.10025,449.47363,99.605934,173.51765,111.824165,114.443405,184.54788,429.3538
68.96822,101.68084,19.293077,85.66124,26.056635,363.63736,73.04622,313.8425,33.27922,248.8028,16.166897,48.78538,52.479084,349.59503,50.71889,169.245,79.90492,104.52101,132.66496,330.12292
80.696465,100.68929,22.643116,105.99897,33.325344,354.89584,93.12973,425.3658,31.333237,290.49634,18.054811,63.335167,56.39711,436.52606,68.190315,143.8549,109.37566,126.96692,152.05942,373.2098
59.85062,86.5599,19.91202,82.20902,39.690914,371.18414,80.19437,599.3422,16.436178,304.608,13.151645,35.73222,29.14405,571.76025,76.1091,112.32496,81.32453,71.567154,181.73854,496.74695
89.71519,97.8544,27.03766,112.42795,60.224304,339.58185,162.51018,723.1541,12.364861,334.51956,18.717548,58.145824,64.04549,681.6212,138.71999,74.88291,115.55817,78.19257,213.89229,524.45667
34.0197,97.01494,13.260318,83.002266,24.056562,321.7136,64.22855,485.30267,20.40154,270.99033,9.707125,34.174316,36.937492,426.68878,60.071095,97.0783,66.833626,93.35676,160.81711,448.33762
64.85344,71.98371,19.668953,85.51504,39.254,331.40002,80.90521,549.5147,14.804544,244.28291,12.75744,38.78264,37.98563,494.5097,72.978966,98.233055,85.955154,58.89187,157.56604,400.9636
60.11502,103.705154,15.636692,88.65154,19.851412,299.7585,68.08143,243.94778,23.590792,204.55653,16.153084,40.81938,61.222717,293.25073,41.23481,159.68217,76.02891,106.8345,101.24508,253.21185
84.44831,120.210686,21.44683,106.91562,29.552794,377.25247,95.3716,307.61737,31.002459,259.66943,22.167404,51.14628,80.28551,381.63733,61.85027,187.7949,106.37009,104.62782,135.09961,331.7259
89.72548,134.59929,24.82307,112.4499,40.002,378.30557,103.538574,421.7042,32.134,298.00998,22.965214,59.5078,57.403275,491.6318,74.96892,158.80856,104.463356,114.537094,177.12943,426.21255
68.95107,82.0655,16.067081,83.43269,29.504469,327.0228,85.89923,453.10114,27.140648,291.48352,14.0597,46.191406,52.233345,374.17783,72.60337,136.83884,96.79891,129.30257,150.53795,383.22528
73.65468,95.39806,15.609871,76.53022,38.923412,393.06058,92.61866,701.86584,16.728764,359.93448,11.070332,45.29591,28.941563,651.4105,90.07741,96.095825,88.73849,94.59625,200.80923,557.3224
80.66275,108.51634,21.818312,100.607025,36.072094,372.42673,89.446045,378.69144,28.595829,287.95087,17.057014,47.379086,47.151802,448.037,61.349255,148.68666,93.57939,112.18108,171.95648,346.58435
84.21098,114.998985,22.374727,86.51486,38.97688,408.4638,94.789894,487.51364,25.07927,296.53964,16.76776,49.30178,42.24661,539.1728,81.324814,146.10054,107.0215,92.62186,161.047,452.91907
89.73584,77.06885,20.73429,99.07801,40.88036,336.26083,96.16367,479.312,19.627827,283.82657,19.52717,41.81966,70.54414,461.1446,76.360344,103.861786,101.13052,66.565414,156.36102,342.02432
111.76718,119.59571,29.492252,123.790726,54.888786,381.79187,131.56325,450.36597,27.719105,310.9656,26.972015,58.836052,92.907555,518.72675,96.15398,135.17159,125.983635,100.03969,174.65147,410.56918
67.75989,134.07228,17.952791,72.4047,29.574165,411.49493,76.30124,407.74048,25.287836,306.3456,12.934573,48.99599,36.95887,485.36087,61.701794,157.63554,89.77187,101.95776,128.89648,431.2755
73.75408,95.75562,19.040016,99.18092,53.960793,357.1569,155.4728,817.1776,10.663583,367.6521,12.103504,46.56079,43.430485,745.4612,154.17627,62.7222,91.90083,80.84449,262.368,617.90857
63.821377,142.0317,20.2142,125.85011,41.78208,330.55014,119.22133,486.6171,26.091722,311.4674,24.830988,55.874355,51.701317,505.33194,83.25016,113.10121,90.77208,137.05217,208.22598,549.8321
85.86532,141.21509,27.321844,126.01019,50.15353,347.89444,157.52219,501.31046,19.212294,313.5859,21.350391,58.652306,65.8929,558.8691,123.45977,110.33771,102.31453,112.23913,198.85345,520.81287
84.96895,104.37947,24.474508,118.36876,35.358135,329.08936,95.650085,274.71222,34.08103,231.51076,24.316795,53.95233,65.543434,344.9633,56.61171,175.40887,88.67811,119.565445,147.99744,292.14038
70.00791,125.78076,21.04409,109.48132,39.910164,348.82016,124.72386,496.7746,17.643095,302.039,16.006607,51.3809,60.60326,524.8256,94.409065,100.627014,103.34636,102.473915,160.41377,486.23782
81.4072,88.9683,18.535069,85.44628,29.284908,333.45242,82.7938,366.02768,23.354652,240.28503,16.586107,43.28204,48.28587,431.6804,55.32122,133.60117,97.636765,89.769585,137.40912,321.7613
55.673027,79.175255,12.917031,71.470634,29.504667,358.9638,98.6359,601.2538,11.771787,266.59695,8.614283,32.957867,34.962906,583.30945,105.31796,88.67797,81.48361,79.664825,208.56258,541.8047
41.18859,91.43679,11.9120455,71.25709,25.720015,333.50647,85.83292,672.30304,11.151464,326.80392,8.188124,34.593376,33.94687,621.08386,78.8492,63.565865,75.901276,74.26782,176.9423,553.852
59.993862,69.77747,15.843947,77.0647,45.037895,343.1997,92.601814,808.04596,14.874443,315.44162,11.064072,44.32986,28.65449,609.0844,114.819855,86.67962,78.95491,87.33508,238.95332,619.00354
106.1983,121.55429,35.126434,146.16301,55.457073,333.5713,120.22812,400.77774,37.944237,275.96115,37.049763,71.88843,86.331085,415.36703,87.85102,174.25809,127.049065,145.17671,170.30923,376.25204
87.25929,145.55862,28.84086,110.19723,37.521957,354.873,95.397064,300.73312,37.189007,267.34183,26.27065,62.30325,79.0616,391.8868,65.08037,178.37584,102.703636,122.23656,136.28677,327.7451
88.28387,136.9971,25.598589,114.975365,34.392975,346.6678,103.89956,283.20526,40.73061,265.43488,26.869247,62.28478,90.19265,367.73364,66.39608,201.90736,101.76635,138.58015,159.9328,318.73425
50.299595,90.55984,12.855758,83.2319,18.212826,293.32672,60.47996,268.49747,26.564802,222.596,13.977519,37.830498,49.070187,299.84476,38.419273,159.3981,69.4877,129.03006,115.38436,257.76086
97.51003,106.73237,21.235767,90.098145,38.211666,394.71857,104.67824,439.06253,23.145346,256.72305,20.111458,47.59033,69.13405,536.9226,83.76011,148.16815,123.08107,79.37646,163.44638,438.34036
61.412205,95.935814,13.426156,90.05464,21.916603,331.45703,85.6035,325.34192,21.75542,230.73303,13.984488,37.5184,62.120277,409.33844,57.293285,139.57875,91.1787,95.14511,139.98482,348.21933
95.1338,116.13725,25.857853,122.816154,45.633396,346.20862,115.080376,417.0757,35.508305,312.07968,23.977625,68.01722,62.775845,427.21,90.16033,153.44026,110.41355,124.644714,192.5854,409.75015
66.546036,108.49272,13.207491,64.01126,23.52659,361.26962,84.477905,369.5129,21.901379,284.73462,9.549107,38.4219,57.27868,463.53864,64.02343,108.21773,86.51574,81.240585,152.26697,371.27408
70.57019,91.587524,27.004175,123.10589,48.475536,274.93744,89.91434,444.3825,32.463223,229.0152,18.252375,59.498016,52.58624,387.68774,85.72347,147.90306,87.57799,135.97655,172.35226,399.02042
85.14568,114.29721,20.515934,101.15438,35.64396,348.98813,99.91392,405.41327,25.206556,272.5909,21.005241,49.497826,55.849884,456.75034,77.59225,149.34805,107.145164,103.238884,158.6911,410.48816
89.78755,110.184006,25.607195,100.571045,38.874027,396.01874,95.43536,400.78036,31.829807,288.07022,22.05886,51.22559,61.42538,461.32974,75.90543,163.38808,112.43806,96.26104,165.06798,386.92294
44.70812,86.65316,10.414761,73.692375,21.371647,328.58322,63.651413,439.90735,17.273584,281.1717,9.017687,29.345327,27.602165,461.432,46.34114,102.755714,71.31969,97.089195,150.35,419.78082
74.84513,125.80578,23.240389,105.19405,29.93704,328.00122,81.93498,309.9687,28.414713,241.49983,21.590614,53.106274,59.73945,363.2292,55.423897,171.4029,94.79441,119.86039,122.73519,299.5405
85.156845,122.95155,23.040007,105.944046,40.569675,365.90735,116.52872,449.42545,25.918013,276.2088,18.478468,54.141033,58.581272,476.23157,94.52251,145.56679,100.057,122.39115,192.72885,443.8719
86.708046,110.136696,20.608208,90.29663,35.013435,399.78073,87.60048,435.34,23.823204,297.4763,17.60729,41.874542,45.501373,535.85333,82.35088,156.00542,104.83044,99.72221,173.9754,418.80396
71.0148,112.93444,15.458774,87.595985,26.66705,360.7639,81.09743,320.68912,27.249891,266.9352,13.174148,39.962276,54.87902,426.72824,62.48919,152.49055,92.08741,108.13309,157.43976,324.28143
58.614845,75.48158,11.430451,62.53347,25.991106,381.19443,70.75874,665.8639,8.984221,308.32462,8.771743,26.506838,30.756556,622.7059,64.81756,71.60642,80.919975,53.87665,149.10626,465.12872
92.53526,133.61295,25.482958,116.693596,46.953136,386.44614,118.139565,446.52005,31.077106,307.56662,25.398823,64.48152,56.847874,489.0146,99.90642,161.43019,102.19942,113.84245,193.83023,487.64722
100.11123,153.23755,33.523285,135.75737,45.143375,363.72693,111.3043,325.14032,47.732597,285.5911,32.33023,77.01809,86.55661,393.19217,86.03821,218.14365,118.56803,152.59987,171.41472,354.46848
64.03097,105.25995,12.836301,81.07896,22.794159,357.67166,79.154305,297.47528,23.950142,239.70227,11.663424,32.77603,56.093098,371.6238,51.991726,148.09499,78.54747,88.626434,141.34378,334.63254
75.979195,71.64638,21.598095,102.708374,57.028828,330.6506,136.44206,857.7852,12.851085,334.8887,15.079009,47.6419,52.061783,605.0478,145.82051,68.792564,105.08367,80.23255,213.81728,593.06616
44.117584,54.791492,7.7914443,56.017048,27.436808,311.61035,107.313896,923.2825,4.649362,284.6533,4.5807853,24.051739,26.517994,683.1304,97.142044,34.15805,70.55058,51.879066,159.81468,651.2796
77.86484,94.3318,20.491333,88.40891,45.86402,388.76138,92.79262,615.02576,18.466002,334.00766,13.189918,47.425438,47.283142,575.2236,84.19814,95.12827,91.96834,73.33864,171.65248,460.65866
84.25235,88.79596,28.003925,114.09774,41.760498,311.2033,86.98567,362.6514,37.962814,211.74268,23.383163,58.069828,64.547104,359.55792,68.32477,170.71802,100.5099,105.07842,152.4276,328.46857
88.4444,98.93773,20.33339,100.126816,38.60966,376.05048,100.19778,453.1712,25.149979,255.48868,19.86028,44.7129,70.45723,461.05423,79.51557,150.60767,111.811356,83.26793,169.95415,417.74072
101.70061,131.25676,25.051651,125.07056,43.593952,361.40637,111.30373,369.53854,32.004105,252.93384,28.246662,54.09285,73.092,464.14667,78.35238,184.83128,111.14964,117.921005,192.14403,389.7309
55.243015,149.11124,19.27877,97.74603,27.718811,359.35516,83.477325,431.39075,27.725164,308.38815,16.11393,56.105534,42.44709,447.75024,70.74039,161.94078,94.45539,138.18077,155.08144,434.55954
62.06666,103.072334,15.181466,80.56466,29.863037,352.02786,96.13026,527.2337,14.799045,264.74844,14.202007,34.801205,48.404713,584.853,86.738945,111.74482,100.757805,84.67804,179.0533,523.3965
68.879196,99.07597,17.19004,79.59785,34.36432,377.66608,82.398254,507.9348,20.679253,342.04953,11.757905,46.773308,37.76751,537.512,65.822395,93.50918,92.64056,80.417076,153.50331,426.6523
97.53566,115.52023,28.127672,113.94519,46.58091,345.23615,116.921425,393.77774,31.725,287.13644,25.765015,64.07894,82.64173,451.3456,88.226685,147.70724,117.43985,112.69037,169.953,357.14655
47.04083,97.16164,16.338312,79.106636,28.897484,381.74777,78.98885,571.34265,14.590261,313.29657,9.687984,32.37956,32.580654,545.98615,71.18684,103.39953,77.11837,87.62737,138.9623,480.91754
71.090454,140.97444,18.69904,74.68314,28.694233,394.1222,77.80455,449.88885,22.053045,339.96848,13.417008,47.213245,35.09517,554.99927,56.04406,142.39502,87.68112,96.821625,149.31458,401.8898
95.479836,150.7736,27.74942,116.21839,36.67358,389.91125,108.12837,343.23962,41.305405,301.9899,26.190355,64.81063,73.69284,417.94418,87.50974,212.58093,122.6628,135.87062,165.74905,386.6025
53.05076,62.414272,11.453858,71.89156,25.04329,301.38095,72.94835,564.64276,17.790901,281.28287,6.031783,40.49733,30.94289,449.6276,62.939743,80.031555,72.24363,102.15548,148.37961,427.0353
50.799423,83.8037,14.646205,91.45777,28.63827,308.7712,81.331665,487.74945,24.040483,269.70605,12.54118,46.973167,40.948563,442.85315,80.421906,118.12892,89.58613,111.3079,186.44992,490.50354
97.692825,111.67839,28.519457,117.885994,46.355244,348.5632,117.625854,439.03372,22.663126,264.79282,27.1918,54.681774,78.667656,488.28458,88.45567,148.63957,121.724594,88.88664,165.16452,373.62637
61.40437,85.99539,13.271227,77.84713,22.421103,334.02054,74.894196,313.71426,19.009726,250.00407,10.730397,32.91641,52.551693,369.5575,46.55252,137.03961,75.014565,85.69841,123.33215,298.04556
71.23006,99.174385,17.476015,82.58025,32.57561,357.72433,105.04765,519.65515,13.815249,313.71725,12.138912,44.82669,39.76781,560.70874,90.17404,97.47211,82.9494,72.918106,159.56195,455.89227
63.93476,105.13408,13.431353,76.19242,27.082882,332.55432,103.95863,512.8242,13.283514,302.1458,10.945988,38.06234,46.70561,609.3709,67.66506,76.95572,94.210236,81.96637,156.12735,485.4622
68.74482,119.32301,17.99955,94.338295,26.23529,332.25888,79.26691,298.0758,31.236734,255.9483,18.428007,45.23399,61.353676,369.35843,57.354065,176.63359,96.8789,132.26703,140.72115,319.29446
77.08142,110.24338,21.074247,96.39026,26.591629,341.54297,81.865616,259.73315,31.985779,230.72464,18.016542,49.15277,66.17384,345.18488,53.029472,182.8249,89.03662,110.23819,119.99236,279.76422
72.830826,88.51127,16.715965,85.578285,31.816528,383.59882,96.61246,559.9302,15.290954,271.07452,11.994184,40.057785,47.37507,558.9769,80.64627,105.9917,101.76361,77.77291,150.11693,457.0342
28.006199,43.46447,6.658356,48.3046,23.255087,294.40195,68.34947,990.0513,6.369481,260.12073,4.347306,21.713985,17.130535,698.71643,90.09636,42.21899,66.46575,59.042202,198.50816,703.2159
40.445953,101.435486,11.410073,77.96339,29.366732,326.12823,98.22509,734.6231,9.8792095,334.8752,8.106731,36.11936,49.224094,661.96265,114.622826,49.12327,87.62343,65.88117,190.58687,646.7784
50.537586,54.77423,10.815963,57.520844,24.9809,355.7415,52.721416,589.0286,13.91885,237.12425,9.231159,24.814268,27.668484,492.86035,44.838543,92.45024,70.846146,48.649128,139.12604,411.61697
53.15497,64.928246,11.194472,65.54699,25.212242,345.26532,64.9107,591.09985,18.287676,302.2893,6.737638,33.8325,25.672554,478.65677,50.648693,88.81638,70.045746,87.495804,162.13864,444.85052
83.96431,98.292404,17.660921,85.3689,34.86412,356.5505,114.6679,499.90375,16.53579,294.11755,13.992966,42.235477,60.744648,548.0066,89.78262,93.98293,106.9034,84.27934,170.58823,419.90326
75.86066,108.391045,20.512133,88.0843,36.021618,366.98782,100.7313,492.3228,17.127792,255.72119,17.690056,45.869465,48.011272,536.20715,109.71908,149.4681,109.762924,86.698616,168.54498,479.8011
46.11067,49.326553,11.528323,68.19154,36.91112,310.49722,80.09752,885.9425,6.1272726,325.40063,7.623965,22.479021,20.744236,730.763,76.9326,36.98149,63.85791,39.57697,200.18665,555.2387
55.565613,97.379524,14.6352625,83.9716,31.618168,346.44144,90.19009,628.67725,13.486292,341.77414,11.896677,40.337368,33.33176,632.4662,72.422226,75.525986,87.63069,76.25191,174.6237,504.26617
49.44992,93.74873,10.715862,97.43857,30.998957,337.95486,126.41836,650.1016,8.855191,327.76593,10.330225,34.695713,39.52879,654.1958,92.574234,56.625923,71.090065,80.29389,211.84058,628.32184
